,Player,Country,Matches,Active
2059,Bekim Balaj,Albania,1,True
2060,Alan Ball,England,1,False
2061,Sergey Baltacha,USSR,1,False
2062,Borna Barišić,Croatia,1,True
2063,Migjen Basha,Albania,1,False
2064,Alessandro Bastoni,Italy,1,True
2065,Begiristáin,Spain,1,False
2066,Egzon Bejtulai,North Macedonia,1,True
2067,Emre Belözoğlu,Turkey,1,False
2068,Loris Benito,Switzerland,1,True
2069,Giancarlo Bercellino,Italy,1,False
2070,Henning Berg,Norway,1,False
2071,Jan Berger,CSSR,1,False
2072,Thomas Berthold,Germany,1,False
2073,Ryan Bertrand,England,1,False
2074,Vladimir Beschastnykh,Russia,1,False
2075,Barnabás Bese,Hungary,1,True
2076,Roman Bezus,Ukraine,1,True
2077,Garry Birtles,England,1,False
2078,Jaromír Blažek,Czech Republic,1,False
2079,Nicolai Boilesen,Denmark,1,True
2080,Alen Bokšić,Croatia,1,False
2081,Rudi Bommer,Germany,1,False
2082,Hannes Bongartz,Germany,1,False
2083,Peter Bosz,Netherlands,1,False
2084,Valeri Bozhinov,Bulgaria,1,False
2085,Jakub Brabec,Czech Republic,1,True
2086,Daniel Bravo,France,1,False
2087,Thomas Brdaric,Germany,1,False
2088,Igor Budan,Croatia,1,False
2089,Ante Budimir,Croatia,1,True
2090,Evgeniy Bushmanov,Russia,1,False
2091,Jens-Lys Cajuste,Sweden,1,True
2092,Cardeñosa,Spain,1,False
2093,Timothy Castagne,Belgium,1,True
2094,Gaetano Castrovilli,Italy,1,True
2095,Oğuz Çetin,Turkey,1,False
2096,Viktor Chanov,USSR,1,False
2097,Trevor Cherry,England,1,False
2098,Denis Cheryshev,Russia,1,True
2099,André Chorda,France,1,False
2100,Ryan Christie,Scotland,1,True
2101,Sokol Çikalleshi,Albania,1,True
2102,Laurent Ciman,Belgium,1,False
2103,Thiago Cionek,Poland,1,True
2104,Orhan Çıkırıkçı,Turkey,1,False
2105,François Clerc,France,1,False
2106,Nathaniel Clyne,England,1,True
2107,Christophe Cocard,France,1,False
2108,Liam Cooper,Scotland,1,True
2109,Duje Čop,Croatia,1,True
2110,Bernardo Corradi,Italy,1,False
2111,Johan Cruyff,Netherlands,1,False
2112,Tamás Cseri,Hungary,1,True
2113,Cundi,Spain,1,False
2114,Keith Curle,England,1,False
2115,Dietmar Danner,Germany,1,False
2116,Paweł Dawidowicz,Poland,1,True
2117,Gilles De Bilde,Belgium,1,False
2118,Tim de Cler,Netherlands,1,False
2119,De la Red,Spain,1,False
2120,Giancarlo De Sisti,Italy,1,False
2121,Demy de Zeeuw,Netherlands,1,False
2122,Jermain Defoe,England,1,False
2123,Kalle Del'Haye,Germany,1,False
2124,Mousa Dembélé,Belgium,1,False
2125,Oktay Derelioğlu,Turkey,1,False
2126,Stjepan Deverić,Yugoslavia,1,False
2127,Éric Di Meco,France,1,False
2128,Marco Di Vaio,Italy,1,False
2129,Anton Doboș,Romania,1,False
2130,Bořek Dočkal,Czech Republic,1,False
2131,Pim Doesburg,Netherlands,1,False
2132,Oleg Dolmatov,USSR,1,False
2133,Donato,Spain,1,False
2134,Georgi Donkov,Bulgaria,1,False
2135,Yvon Douis,France,1,False
2136,Artem Dovbyk,Ukraine,1,True
2137,Ivan Dudić,Yugoslavia,1,False
2138,Tomislav Dujmović,Croatia,1,False
2139,Kieron Dyer,England,1,False
2140,Dieter Eckstein,Germany,1,False
2141,Stephan El Shaarawy,Italy,1,True
2142,Engonga,Spain,1,False
2143,Magnus Erlingmark,Sweden,1,False
2144,Fabian Ernst,Germany,1,False
2145,János Farkas,Hungary,1,False
2146,Giuseppe Favalli,Italy,1,False
2147,Duncan Ferguson,Scotland,1,False
2148,Shane Ferguson,Northern Ireland,1,True
2149,Fernando Navarro,Spain,1,False
2150,Ciro Ferrara,Italy,1,False
2151,René Ferrier,France,1,False
2152,Steliano Filip,Romania,1,False
2153,James Forrest,Scotland,1,True
2154,Sébastien Fournier,Switzerland,1,False
2155,Fabian Frei,Switzerland,1,True
2156,Per Frimann,Denmark,1,False
2157,Michael Frontzeck,Germany,1,False
2158,Martin Frýdek,Czech Republic,1,False
2159,Cody Gakpo,Netherlands,1,True
2160,Shkëlzen Gashi,Albania,1,False
2161,Gayà,Spain,1,True
2162,Alain Geiger,Switzerland,1,False
2163,Gerard,Spain,1,False
2164,Ronald Gërçaliu,Austria,1,True
2165,Sorin Ghionea,Romania,1,False
2166,Billy Gilmour,Scotland,1,True
2167,Bjarne Goldbæk,Denmark,1,False
2168,Sergey Gorlukovich,Russia,1,False
2169,Ioannis Gounaris,Greece,1,False
2170,Jürgen Grabowski,Germany,1,False
2171,Paul Green,Ireland,1,True
2172,Stéphane Grichting,Switzerland,1,False
2173,Bontcho Guenchev,Bulgaria,1,False
2174,Emre Güngör,Turkey,1,False
2175,Gennadiy Gusarov,USSR,1,False
2176,Faruk Hadžibegić,Yugoslavia,1,False
2177,Vahid Halilhodžić,Yugoslavia,1,False
2178,Emil Hallfreðsson,Iceland,1,False
2179,Marcel Halstenberg,Germany,1,True
2180,Dávid Hancko,Slovakia,1,True
2181,Jens Jørgen Hansen,Denmark,1,False
2182,Ferhan Hasani,North Macedonia,1,True
2183,Filip Helander,Sweden,1,True
2184,John Helt,Denmark,1,False
2185,Jack Hendry,Scotland,1,True
2186,Robert Herbin,France,1,False
2187,Martin Hiden,Austria,1,False
2188,Lukas Hinterseer,Austria,1,True
2189,Erwin Hoffer,Austria,1,False
2190,Samuel Holmén,Sweden,1,False
2191,Idriz Hošić,Yugoslavia,1,False
2192,Geoff Hurst,England,1,False
2193,Kálmán Ihász,Hungary,1,False
2194,Mircea Irimescu,Romania,1,False
2195,Andrey Ivanov,CIS,1,False
2196,Tomislav Ivković,Yugoslavia,1,False
2197,Muzzy Izzet,Turkey,1,False
2198,Reece James,England,1,True
2199,Jakob Jantscher,Austria,1,True
2200,Javi Martínez,Spain,1,True
2201,Tin Jedvaj,Croatia,1,True
2202,Eoin Jess,Scotland,1,False
2203,João Félix,Portugal,1,True
2204,David Johnson,England,1,False
2205,Robert Jonquet,France,1,False
2206,Mariusz Jop,Poland,1,False
2207,Jorge Ribeiro,Portugal,1,False
2208,Zlatko Junuzović,Austria,1,True
2209,Ergys Kaçe,Albania,1,True
2210,Claudiu Keșerü,Romania,1,False
2211,Ilian Kiriakov,Bulgaria,1,False
2212,Dmitriy Kirichenko,Russia,1,False
2213,Tomislav Knez,Yugoslavia,1,False
2214,Lajos Kocsis,Hungary,1,False
2215,Orkun Kökçü,Turkey,1,True
2216,Adam Kokoszka,Poland,1,False
2217,Dmitriy Kombarov,Russia,1,False
2218,Imre Komora,Hungary,1,False
2219,Mihály Korhut,Hungary,1,False
2220,Bülent Korkmaz,Turkey,1,False
2221,Aleksey Korneev,USSR,1,False
2222,Igor Korneev,CIS,1,False
2223,Kiril Kotev,Bulgaria,1,False
2224,Martin Kotůlek,Czech Republic,1,False
2225,Giorgios Koudas,Greece,1,False
2226,Jules Koundé,France,1,True
2227,Radoslav Kováč,Czech Republic,1,False
2228,Ismail Köybaşı,Turkey,1,True
2229,Mihály Kozma,Hungary,1,False
2230,Eduard Kozynkevych,USSR,1,False
2231,Emil Kremenliev,Bulgaria,1,False
2232,Bjørn Kristensen,Denmark,1,False
2233,Oleksandr Kucher,Ukraine,1,False
2234,Fedor Kudryashov,Russia,1,False
2235,Andrej Kvašňák,CSSR,1,False
2236,Georges Lamia,France,1,False
2237,Sabri Lamouchi,France,1,False
2238,Lassi Lappalainen,Finland,1,True
2239,Jacob Laursen,Denmark,1,False
2240,Valentino Lazaro,Austria,1,True
2241,Frank Leboeuf,France,1,False
2242,Thomas Lemar,France,1,True
2243,Clément Lenglet,France,1,True
2244,Philippe Léonard,Belgium,1,False
2245,Dylan Levitt,Wales,1,True
2246,Roger Ljung,Sweden,1,False
2247,Stanislav Lobotka,Slovakia,1,True
2248,Giovanni Lodetti,Italy,1,False
2249,Dmitriy Loskov,Russia,1,False
2250,Peter Løvenkrands,Denmark,1,False
2251,Lucas Vázquez,Spain,1,True
2252,Jordan Lukaku,Belgium,1,True
2253,Luque,Spain,1,False
2254,Vladimir Lyutiy,CIS,1,False
2255,Peter Madsen,Denmark,1,False
2256,Yunus Mallı,Turkey,1,True
2257,Vladimir Manchev,Bulgaria,1,False
2258,Eliaquim Mangala,France,1,True
2259,Pavel Mareš,Czech Republic,1,False
2260,Maurice Martens,Belgium,1,False
2261,Nigel Martyn,England,1,False
2262,Mata,Spain,1,False
2263,Alexandru Măţel,Romania,1,False
2264,Sándor Mátrai,Hungary,1,False
2265,Željko Matuš,Yugoslavia,1,False
2266,Adam Matuszczyk,Poland,1,True
2267,Jim McInally,Scotland,1,False
2268,Scott McKenna,Scotland,1,True
2269,Billy McKinlay,Scotland,1,False
2270,Conor McLaughlin,Northern Ireland,1,False
2271,Steve McMahon,England,1,False
2272,Mario Melchiot,Netherlands,1,False
2273,Caspar Memering,Germany,1,False
2274,Wim Meutstege,Netherlands,1,False
2275,Johan Micoud,France,1,False
2276,Gheorghe Mihali,Romania,1,False
2277,Zoran Miladinović,Yugoslavia,1,False
2278,Marc Millecamps,Belgium,1,False
2279,Mick Mills,England,1,False
2280,Kostas Mitroglou,Greece,1,False
2281,Molina,Spain,1,False
2282,Miklos Molnar,Denmark,1,False
2283,Pavol Molnár,CSSR,1,False
2284,Dumitru Moraru,Romania,1,False
2285,Anton Moravčík,CSSR,1,False
2286,Mbo Mpenza,Belgium,1,False
2287,Marijan Mrmić,Croatia,1,False
2288,Youri Mulder,Netherlands,1,False
2289,Lucien Müller,France,1,False
2290,Alan Mullery,England,1,False
2291,István Nagy,Hungary,1,False
2292,Johan Neeskens,Netherlands,1,False
2293,Nicolae Negrilă,Romania,1,False
2294,Paolo Negro,Italy,1,False
2295,Oliver Neuville,Germany,1,False
2296,Keith Newton,England,1,False
2297,Lakis Nikolaou,Greece,1,False
2298,Takis Nikoloudis,Greece,1,False
2299,Joakim Nilsson,Sweden,1,False
2300,Givi Nodia,USSR,1,False
2301,Dezső Novák,Hungary,1,False
2302,Pavel Novotný,Czech Republic,1,False
2303,Massimo Oddo,Italy,1,False
2304,David Odonkor,Germany,1,False
2305,Angelo Ogbonna,Italy,1,True
2306,Rubin Okotie,Austria,1,False
2307,Olmo,Spain,1,False
2308,Karim Onisiwo,Austria,1,True
2309,Mislav Oršić,Croatia,1,True
2310,Ivica Osim,Yugoslavia,1,False
2311,Alexander Östlund,Sweden,1,False
2312,Otero,Spain,1,False
2313,Osman Özköylü,Turkey,1,False
2314,Igor Pamić,Croatia,1,False
2315,Avraam Papadopoulos,Greece,1,False
2316,Christos Patsatzoglou,Greece,1,False
2317,Nathan Patterson,Scotland,1,True
2318,Ladislav Pavlovič,CSSR,1,False
2319,Zoran Pavlovič,Slovenia,1,False
2320,Benoît Pedretti,France,1,False
2321,Pedro Barbosa,Portugal,1,False
2322,Pedro Espinha,Portugal,1,False
2323,Jacky Peeters,Belgium,1,False
2324,Pepe Reina,Spain,1,True
2325,Kenneth Pérez,Denmark,1,False
2326,Luka Peruzović,Yugoslavia,1,False
2327,Jan Peters,Netherlands,1,False
2328,Milan Petržela,Czech Republic,1,True
2329,Hans Pflügler,Germany,1,False
2330,Przemysław Płacheta,Poland,1,True
2331,Pavel Pogrebnyak,Russia,1,False
2332,Nikola Pokrivač,Croatia,1,False
2333,Jaroslav Pollák,CSSR,1,False
2334,Jan Poortvliet,Netherlands,1,False
2335,Porfirio,Portugal,1,False
2336,Eleftherios Poupakis,Greece,1,False
2337,Brian Priske,Denmark,1,False
2338,Florin Prunea,Romania,1,False
2339,Daniel Pudil,Czech Republic,1,False
2340,Fabio Quagliarella,Italy,1,False
2341,Quim,Portugal,1,False
2342,Niall Quinn,Ireland,1,False
2343,Stephen Quinn,Ireland,1,True
2344,Milaim Rama,Switzerland,1,False
2345,Troels Rasmussen,Denmark,1,False
2346,Giacomo Raspadori,Italy,1,True
2347,Petros Ravousis,Greece,1,False
2348,Jamie Redknapp,England,1,False
2349,Anthony Réveillère,France,1,False
2350,Jazz Richards,Wales,1,True
2351,Wim Rijsbergen,Netherlands,1,False
2352,Vits Rimkus,Latvia,1,False
2353,Jens Risager,Denmark,1,False
2354,Vidar Riseth,Norway,1,False
2355,Kire Ristevski,North Macedonia,1,True
2356,Milan Ristovski,North Macedonia,1,True
2357,Luigi Riva,Italy,1,False
2358,Gianni Rivera,Italy,1,False
2359,Robert,Spain,1,False
2360,Tyler Roberts,Wales,1,True
2361,Marko Rog,Croatia,1,True
2362,Roberto Rosato,Italy,1,False
2363,Jérôme Rothen,France,1,False
2364,Rúben Neves,Portugal,1,True
2365,Vedran Runje,Croatia,1,False
2366,Michal Sadílek,Czech Republic,1,True
2367,Nuri Şahin,Turkey,1,False
2368,Kornél Saláta,Slovakia,1,False
2369,Sandro Salvadore,Italy,1,False
2370,Aleksandr Samedov,Russia,1,False
2371,Lucian Sânmărtean,Romania,1,False
2372,László Sárosi,Hungary,1,False
2373,Louis Schaub,Austria,1,True
2374,Michael Schulz,Germany,1,False
2375,Stanislav Seman,CSSR,1,False
2376,Andrei Semyonov,Russia,1,True
2377,Sergio García,Spain,1,False
2378,Stanislav Šesták,Slovakia,1,False
2379,Anton Shunin,Russia,1,True
2380,Robert Siatka,France,1,False
2381,Dávid Sigér,Hungary,1,True
2382,Ermin Šiljak,Slovenia,1,False
2383,Allan Simonsen,Denmark,1,False
2384,Nasko Sirakov,Bulgaria,1,False
2385,Jiří Skalák,Czech Republic,1,True
2386,Alan Smith,England,1,False
2387,Eduard Sobol,Ukraine,1,True
2388,Pyry Soiri,Finland,1,True
2389,Ståle Solbakken,Norway,1,False
2390,Ernő Solymosi,Hungary,1,False
2391,Milutin Šoškić,Yugoslavia,1,False
2392,Stefan Spirovski,North Macedonia,1,True
2393,Nikos Spyropoulos,Greece,1,False
2394,Joachim Standfest,Austria,1,False
2395,Filip Starzyński,Poland,1,True
2396,Nobby Stiles,England,1,False
2397,Ovidiu Stîngă,Romania,1,False
2398,Miroslav Stoch,Slovakia,1,True
2399,Vlatko Stojanovski,North Macedonia,1,True
2400,Andrejs Štolcers,Latvia,1,False
2401,Marco Streller,Switzerland,1,False
2402,Niklas Süle,Germany,1,True
2403,Gary Sundgren,Sweden,1,False
2404,Wilbert Suvrijn,Netherlands,1,False
2405,Ján Švehlík,CSSR,1,False
2406,Gustav Svensson,Sweden,1,True
2407,Václav Svěrkoš,Czech Republic,1,False
2408,Jakub Świerczok,Poland,1,True
2409,István Szőke,Hungary,1,False
2410,Lajos Szűcs,Hungary,1,False
2411,Jean Taillandier,France,1,False
2412,Shani Tarashaj,Switzerland,1,False
2413,Gaston Taument,Netherlands,1,False
2414,Andreas Thom,Germany,1,False
2415,Marcus Thuram,France,1,True
2416,Lajos Tichý,Hungary,1,False
2417,Dorukhan Toköz,Turkey,1,True
2418,Moreno Torricelli,Italy,1,False
2419,Christopher Trimmel,Austria,1,True
2420,Leandro Trossard,Belgium,1,True
2421,Kakhaber Tskhadadze,CIS,1,False
2422,Roman Týce,Czech Republic,1,False
2423,Alexandros Tziolis,Greece,1,False
2424,Uría,Spain,1,False
2425,Štěpán Vachoušek,Czech Republic,1,False
2426,Leo Väisänen,Finland,1,True
2427,Willem van Hanegem,Netherlands,1,False
2428,Hans Vanaken,Belgium,1,True
2429,Roland Varga,Hungary,1,True
2430,Zoltán Varga,Hungary,1,False
2431,Hrvoje Vejić,Croatia,1,False
2432,Joël Veltman,Netherlands,1,True
2433,Jan Vennegoor of Hesselink,Netherlands,1,False
2434,Frédéric Veseli,Albania,1,True
2435,Vicente Del Bosque,Spain,1,False
2436,Blagoje Vidinić,Yugoslavia,1,False
2437,Eric Viscaal,Netherlands,1,False
2438,Ion Vlădoiu,Romania,1,False
2439,Eddy Voordeckers,Belgium,1,False
2440,Mirko Votava,Germany,1,False
2441,Martien Vreijsen,Netherlands,1,False
2442,Loukas Vyntra,Greece,1,False
2443,Dave Watson,England,1,False
2444,Jakub Wawrzyniak,Poland,1,False
2445,Jean Wendling,France,1,False
2446,Pontus Wernbloom,Sweden,1,False
2447,Kevin Wimmer,Austria,1,True
2448,Bent Wolmar,Denmark,1,False
2449,Tommy Wright,England,1,False
2450,Wolfram Wuttke,Germany,1,False
2451,Tomasz Zahorski,Poland,1,False
2452,Cristiano Zanetti,Italy,1,False
2453,Ioan Zare,Romania,1,False
2454,Branko Zebec,Yugoslavia,1,False
2455,Erkan Zengin,Sweden,1,False
2456,Dzintars Zirnis,Latvia,1,False
2457,Pascal Zuberbühler,Switzerland,1,False
2458,Oleksandr Zubkov,Ukraine,1,True
2459,Maciej Żurawski,Poland,1,False
